UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
4293,49245,"Texas, USA",16-03-2020,Student resources during COVID-19 https://t.co/edjUfnzT8Y,2
4294,49246,?????????,16-03-2020,Pattaya: Makro full of shoppers as Thais and foreigners stock up on food items https://t.co/6CXvzZw14J #thailand #coronavirus #covid19 https://t.co/ZIvgHESZ8k,2
4295,49247,"Everett, WA",16-03-2020,"Clubs shut down
Bars shut down
Restaurants shut down
Gym shut down 
Grocery stores are nightmare fuel
Seriously if u work at a grocery store or retail in general u have my sympathy 
#coronavirus",1
4296,49248,Canada,16-03-2020,"Send several emails on how Covid-19 is effecting you, your family, express fear of job loss, no money to buy food, pay your rent/mortgage ect...and demand that policy even if temporary be mandated asap. Call and leave messages!!",0
4297,49249,Wonderland,16-03-2020,"No canned goods at my local grocery store 
#CoronavirusOutbreak #coronavirus #CoronaVirusUpdates #panicbuying #COVID2019 #COVID19 #COVID?19 #Repost #QuarantineLife #QuarantineAndChill #SocialDistance #StayTheFHome #Corona #wtf https://t.co/yQrUtMwgw9",0
4298,49250,Disabled (with too many chromosomes) disease-ridden chronic illness & surgery survivor. Vegetarian resides MEL Disclaimer: RTs?endorsement!,16-03-2020,"Y'all: I walked two and a half miles to the supermarket last night, and it was quieter than usual. An eerie suspense permeated: the dessert aisle was deserted, and there were almost no staples, such as eggs, bread, pasta, etc. #Covid_19 https://t.co/prD62ju5Sk",0
4299,49251,,16-03-2020,Were still part of a community even when were by ourselves. Stay home and stay positive. We're #AloneTogether https://t.co/eBRBPBqIJw,1
4300,49252,"Detroit,MI USA",16-03-2020,Consumers Energy is suspending service shutoffs for senior citizens and low income customers because of the COVID-19 outbreak. https://t.co/I07b93XPmR,2
4301,49253,"Naples, Florida",16-03-2020,"""Amazon is hiring an additional 100,000 employees in the U.S. to meet the surge in demand from online shopping amid the #coronavirus outbreak, the company said Monday."" #jobs https://t.co/brddGC1C9E",1
4302,49254,"Manchester, England",16-03-2020,"One of the most damaged sectors by the #coronavirus in the #USA is the #SP500 #Consumer Discretionary Sector. Firmly in sell on our system. See chart. Key: above the cloud ""In Buy"" below ""In Sell"" $XLY #stocks #luxury #trading #investing #COVID19 #COVID2019 #covidusa https://t.co/sAudd9g1jw",0
4303,49255,"Upper Saddle River, NJ",16-03-2020,Coronavirus Watch - Online shopping and delivery are expected to surge as cases of coronavirus increase in the U.S. -  https://t.co/rjaPZ4fTxJ #coronavirus #CoronavirusOutbreak #foodinstitutefocus #foodinstitute #food #foodindustry #delivery #fooddelivery https://t.co/fyaoXdLqKt,1
4304,49256,"Scotland, United Kingdom",16-03-2020,"To all the panic buyers that over stock up on milk ?meat ?or veg ? If you waste any of that food
(i.e. past expiration date), shame on you!
#coronavirusuk #coronavirus #COVID?19 #coronapocolypse",0
4305,49257,"Washington, DC",16-03-2020,NEW: Coronavirus package hits roadblocks amid GOP opposition https://t.co/bCZaS0UTs5 https://t.co/jPa92hvSmI,2
4306,49258,"7th Congressional District, WA",16-03-2020,"Update on #coronavirus in Seattle:  local @HomeDepot employee said there is talk of limiting the number of people who enter retail stores at the same time.

That means your grocery store would be affected too. https://t.co/NWETBBLm3s",0
4307,49259,,16-03-2020,"If you're a healthy person not showing any symptoms of Covid-19, and you're complaining about not having a test available to you, you're just as bad as a panic buyer hoarding food and supplies.

Having a test available for 327 million people this soon isn't possible anywhere.",0
4308,49260,New York,16-03-2020,"People are shopping online instead of visiting brick and mortar stores these days. Is your store ready to weather the storm? We're an easy e-commerce solution, tailor-made for specialty running stores https://t.co/zQgw9ZsqzX ???????? #ecommerce #shoplocal #coronavirus https://t.co/zhDlAE25CB",1
4309,49261,"Kuala Lumpur, Malaysia",16-03-2020,"We have enough food, assures PM
https://t.co/hSHap8C7tP  https://t.co/hSHap8C7tP",1
4310,49262,"Washington, D.C.",16-03-2020,"""We're appealing to ALL Americans to take these steps, to protect each other, and to ensure that the virus doesn't spread."" https://t.co/oceDVp3XxR",1
4311,49263,"Beijing, China",16-03-2020,"Cats on state TV, consumer rights defended, and China cautiously adjusts to the changing Covid-19 situation at home and abroad https://t.co/U36ckinyRq",2
4312,49264,,16-03-2020,"COVID-19 ?already existing virus- recently enhanced to effect our elderly to scare the world into going to their nearest supermarket to buy products so the governments are able to receive more money... The world is fucked globally, economically and etc. Sure you got it by now????",0
4313,49265,"London, KY",16-03-2020,"To profit from consumer health concerns, online scammers may set up fake websites, send emails or texts, or post on social media to sell fake products that claim to cure or prevent COVID-19. https://t.co/Yk7nIq9oHp",0
4314,49266,Northern Ireland,16-03-2020,"Hang in there everyone. We'll all get through this if we support each other.
Please don't strip the supermarket shelves empty.  Think of an elderly neighbour or relatives who might have run out of an essential. 

#coronavirus #RandomActsOfKindness #NI https://t.co/NVEJqNGGiR",1
4315,49267,"Calgary, Alberta",16-03-2020,"Take some time to appreciate the unsung heroes of the #coronavirus crisis:

Grocery Store Cashiers.",1
4316,49268,"Dallas, TX",16-03-2020,Prelim March data from Univ of Michigan shows the Consumer Sentiment Index falling 5.0%. Additional decline is likely as COVID-19 accelerates. #ThinkWhyItMatters,0
4317,49269,"Regina, Saskatchewan Canada ",16-03-2020,Regina Food Bank anticipating more demand and use but less supply and donations because of COVID-19 | CBC News https://t.co/HCoHnl5Iek,0
4318,49270,United States,16-03-2020,"Uh what happens when a grocery store or delivery driver tests positive for #COVID19? 
When and where does it end?
#coronavirus #CoronavirusOutbreak #coronapocolypse",1
4319,49271,Canada & USA,16-03-2020,"Shame on all of you who are #hoarding, this really hurts other people. Ashley Preece is in a wheelchair and her groceries are delivered to her. When her order arrived it didnt have toilet paper or even food for her cat. #stophoarding #coronavirus #covid19
https://t.co/UsOEDcZcvw",0
4320,49272,"UK, Wales, Ceredigion",16-03-2020,"Absolutely starting to panic when me and my partner only have £11 to last us until the 23 of this month, but we cant get any cheap food as the shelves are empty. Life is a struggle. #covid?19uk #coronavirus",0
4321,49273,"Lake Mary, FL",16-03-2020,M-C: Political Tribalism Impacts Consumer Sentiment On COVID-19 https://t.co/7nJqhag0fz https://t.co/xtYITOcNFQ,2
4322,49274,"Pennsylvania, USA",16-03-2020,#helpers not #nurses or #Doctor but I am a grocery &amp; delivery shopper me/co-workers have been been verbally assaulted a lot of the last week over store outages if you are going to continue to do this at least tip for the services you're getting #COVID?19 #coronavirus,0
4323,49275,"Victoria, British Columbia",16-03-2020,"Here's a change of pace from toilet paper madness and/or exploitation #coronavirus #hoarding
https://t.co/C3i6JIdQOM",0
4324,49276,,16-03-2020,"Berlin's supermarket is like: 
( Do people eat the toilet paper? )
#COVID?19 #CoronavirusOutbreak #COVID2019 #Corona https://t.co/Ro0esW2VMY",1
4325,49277,"North West, England",16-03-2020,@vicderbyshire @VictoriaLIVE @BBCTwo @BBCNews Im disabled and cant drive and because of everyone panicking I cant book an online shop anywhere. How are people like me who rely on online food deliveries going to survive when we can no longer get our ,0
4326,49278,San Francisco Bay Area,16-03-2020,"Dropped by Trader Joes to pick up some salads since Im working from home this week...all of my fave salads were in stock, but when I went down the frozen food section, the entire aisle was completely EMPTY (no exaggeration)...except for the desserts #traderjoes #coronavirus ? https://t.co/67j2KAiCHe",0
4327,49279,"Washington, DC",16-03-2020,"@annelies_goger: Low-income adults typically cannot afford to stock up on food. Federal, state, &amp; local responders need to consider targeted solutions -- like @CEXAlsobrooks has implemented in Prince George's County, MD -- during the COVID-19 crisis. ",0
4328,49280,Southeastern Pennsylvania,16-03-2020,"Markets tank globally. I think trading should be halted, prices fixed in place, and all accounts frozen till cases drop to nothing. Phase it back In slowly. #COVID19 #Covid_19",0
4329,49281,,16-03-2020,"#Diesel costs 33.7 cents a gallon less than it did a year ago. Prices fell in all regions of the country. The #Midwest saw the biggest decrease at 9.8 cents to $2.591. By @ConnorInTheNews. @EIAgov #dieselprice #dieselfuel #fuel #coronavirus
https://t.co/OC5b1kcPXD",2
4330,49282,"London, England",16-03-2020,"TRASTRA card is the best way to make safe online transactions!

More shopping -  less human contact during #Coronavirus season! https://t.co/Q35irlh0dg",1
4331,49283,"San Francisco, CA",16-03-2020,"Look where somebody #Parked at #Safeway here at #Oakland 
#ParkingLot #lol #coronavirus #stockup #apocalypse2020 https://t.co/oorfCF2I7T",2
4332,49284,,16-03-2020,"Update: For Those Of You That's Worried About Covid-19, Drink Turmeric Tea, Ginger,Lemon &amp; Honey Herbal Tea Every Day Without Sugar,You Can Get It At Sainsbury's Supermarket &amp; Asda, Be Safe Folks #ReneTrevor https://t.co/f23E1T1ibZ",1
4333,49285,?901,16-03-2020,Self-quarantine = online shopping...I hope the banks are open after all this settles down because I may need a small personal loan...TO MYSELF #SOS #Covid_19 ?,1
4334,49286,"Portland, ME",16-03-2020,"Hey, @AldiUSA - the employees in Aldi and Trader Joe's stores deserve paid sick time. Supermarket workers face exposure to COVID-19 &amp; other illness. They need to need be able to stay home if they're sick!",0
4335,49287,To Infinity and Beyond,16-03-2020,"The sad part is... Should all the supply of food be exhausted cause panic stockup, it won't be Covid 19 that's killing people ""fight for survival will"" &amp; that's my panic #Makro  #Coronavirussouthafrica https://t.co/g7K8rtDoU5",0
4336,49288,Northern Red River Valley,16-03-2020,"Due to the recent Covid-19 concerns &amp; our commitment to the safety of our customers and employees, we are adjusting store scheduled hours based on current work loads at our retail locations.  We are available for parts 24/7 via our online parts portal at https://t.co/rpSUBU3cKN https://t.co/HcWzKK43G3",1
4337,49289,,16-03-2020,"#Covid_19 #COVID19au Pumping #money into #economy, lowering interest rates is not going to solve #economic problem. People are losing their #jobs and are not #earning.. They are drawing funds from the banks to buy food. Government actions have stopped demand for non-essentials",0
4338,49290,"London, UK",16-03-2020,With consumer concern over their finances due to #COVID-19 here's the best way for advisers to provide reassurance &gt;&gt; https://t.co/GXKVvtsgmu https://t.co/6t9QxcJi8J,1
4339,49291,EVERYWHERE!,16-03-2020,"Was in a supermarket &amp; true enough the shelves were empty of a specific product.  Let me make this clear...if you bought a trolley load of toilet paper in case you get a flu bug, you ARE a fuckin virus.  But unlike COVID-19, there'll never be a cure for your type ?",1
4340,49292,New York ,16-03-2020,"FTC posts coronavirus information -- 
https://t.co/l6j9ysAKSk

FDA Posts Coronavirus Disease 2019 (COVID-19) infromation -- https://t.co/yqMgoP7x5E

Stay Safe",1
4341,49293,"Valencia County, New Mexico",16-03-2020,Smiths Food &amp;amp; Drug Stores today announced that it is hiring workers immediately to deal with increased demand in response to COVID-19. #covid19 #valenciacounty #smiths #hiring https://t.co/XxNOtumWjU,1
4342,49294,New Delhi & Goa,16-03-2020,"Look at the prices well over MRP openly on @amazonIN ?

#COVID2019 

@suchetadalal @Moneylifers @MoneylifeIndia https://t.co/ksmt8uVegp",1
4343,49295,"Kansas City, MO",16-03-2020,"""The e-commerce giant said in a blog post Saturday that there has been a surge in online shopping as the #coronavirus outbreak spreads  and it's weighing on the company. The number of cases in the United States surpassed 3,000 on Sunday."" https://t.co/uVO77Wte9v #COVID19 #Amazon",1
4344,49296,"Chicago, NYC, Orlando, LATAM",16-03-2020,"Learn from Mintel experts, a trusted source, how US #consumers and industries including #food and #drink, #beauty, #retail, and #health and wellness reacting to the #COVID19 pandemic:  #marketresearch #consumerinsights # #consumerbehavior #trustedsource https://t.co/m9yakZmxTF",1
4345,49297,,16-03-2020,"Urban Outfitters, Nike, and 14 other major retailers are temporarily closing stores in an unprecedented move to prevent the spread of the coronavirus https://t.co/eziUCPN74i #coronavirus #retail https://t.co/Qr62tRA7oH",2
4346,49298,"Chennai, India",16-03-2020,"Can any entity calculated the business and consumer loss of Indian economy which will happen in this financial year end due to this overhyped virus... 

It's a BOMB. Finally a Global war by an invisible virus. #COVID2019 #IndiaVsCorona",0
4347,49299,,16-03-2020,"On behalf of all my peers in the supermarket industry, were here providing around-the-clock labor in order to serve the public. Please breathe, as were refilling as fast as is possible with supply-chain demands.#grocerystores #WholeFoods #Covid_19",1
4348,49300,"Preston, England",16-03-2020,Happening across the country right now..... #coronapocolypse #coronavirus #supermarketsweep #StopPanicBuying https://t.co/yeu6BY79Gh,2
4349,49301,MENA Region,16-03-2020,"Sellers are gouging prices on #Souq amid #coronavirus panic. Read more here: https://t.co/Dz0c3Od0ut
#COVID_19 #amazon @AmazonAE @SouqEgypt @SouqKSA @amazon",0
4350,49302,Johnson City,16-03-2020,"Food bank expects heightened demand, change in distribution methods due to COVID-19 Read @JeffKeeling12 's story here: https://t.co/hCWOs9XdEB",0
4351,49303,South Florida,16-03-2020,"Uncertainty doesnt begin to describe the economic conditions brought on by the efforts to slow the spread of COVID-19. The American consumer essentially has been told to stay home for a while. Economic activity wont stop, but there is no doubt it has slowed down.",0
4352,49304,"Greenville, NC",16-03-2020,The Humane Society of Eastern Carolina (HSEC) is taking steps to help prevent the spread of COVID-19 while still working toward its mission of finding forever homes for the animals in their care. https://t.co/endPKqhXzi,1
4353,49305,"Sydney, Australia",16-03-2020,"Seniors and pension card holders have tried to make the most of a dedicated shopping hour set up by a major supermarket chain for vulnerable people in the midst of the COVID-19 outbreak.
https://t.co/uJqQ7EjQ0g",1
4354,49306,"Spartanburg, SC",16-03-2020,"Chick-fil-A is temporarily closing the dining room seating in ALL restaurants due to COVID-19 concerns. The company said they hope these changes will limit person-to-person contact.  

https://t.co/avTvRF16Di",1
4355,49307,,16-03-2020,"COMING SOON: WV AG press conference regarding consumer issues related to the COVID-19 outbreak.

WATCH: https://t.co/9MAoUXcHqw",2
4356,49308,"Stamford, CT",16-03-2020,"Clean-up on Aisle 3:16.

#316Day https://t.co/MJErk9WCGi",1
4357,49309,"Harvest, AL",16-03-2020,I'm beginning to regret not purchasing junk or comfort food when I was at the grocery store Friday morning. #CoronaVirus,0
4358,49310,"York, England",16-03-2020,Waiting for my food shopping to arrive ... how many items do you think will be out of stock?? #Coronavirus,2
4359,49311,Trinidad and Tobago,16-03-2020,Anticipated TT$5 billion revenue loss on account of depressed energy prices and impact of slowed business as a result of #Covid_19 in #Trinidad and #Tobago - Finance Minister,0
4360,49312,"California, USA",16-03-2020,News AG alert following regulator fines 1 2B read more   19,1
4361,49313,"California, USA",16-03-2020,AG alert following coronavirus read more   19,1
4362,49314,,16-03-2020,Walter White or just a cautious dude outside my grocery store in Montreal? #coronavirus https://t.co/L1ktSWzJjX,0
4363,49315,London,16-03-2020,"Anyone worried about food supply during self isolation should seriously consider @gethuel. All the nutrients you need to survive, full of protein to help heal you, easy to stock up on and store, and delivered to your door to minimise the spread of Covid-19.",2
4364,49316,,16-03-2020,Panic buying at Waitrose https://t.co/02DDKwsNxO via @YouTube,0
4365,49317,Taïwan,16-03-2020,"#COVID19 19 A friend of mine in the US works at a Muji store, and Muji decided to not pay their employees who decided to take a leave during the coronavirus.
Her colleagues launched a petition, if you could help them and sign that would be amazing ?
https://t.co/C25F6BWqtx",1
4366,49318,DFW,16-03-2020,"If there's an elderly person/couple that cant make it to the grocery store or simply doesn't want to go, I'd be happy to go for you.

If you know someone in need in or around Lewisville/Frisco please DM me and well try to figure this out.

#coronavirus",1
4367,49319,"Aschheim, Deutschland",16-03-2020,The global situation with #coronavirus is a bold proof of how crucial #ecommerce has become for our society and how big its potential for every retailer there still is. https://t.co/7rQfNWQqe7,1
4368,49320,Sri Lanka,16-03-2020,"Stay safe at home, avoid the #CoronaVirus and experience hassle-free online grocery shopping instead! 
We deliver FREE in Colombo and Suburb. 

ORDER YOUR GROCERIES HERE ? https://t.co/rWhyIQSf2i 

Contact us on 0712128888 https://t.co/BmmVGtue8Z",1
4369,49321,"Geneva, Switzerland",16-03-2020,"""We also ask people to express their solidarity by refraining from hoarding essential items, including medicines.

Hoarding can create shortages of medicines and other essential products, which can exacerbate suffering""-@DrTedros #COVID19 #coronavirus",0
4370,49322,"Geneva, Switzerland",16-03-2020,"""Like me, Im sure you have been touched by the videos of people applauding #healthworkers from their balconies, or the stories of people offering to do grocery shopping for older people in their community""-@DrTedros #COVID19 #coronavirus https://t.co/KGpkz6i4VN",1
4371,49323,,16-03-2020,The Piano Technicians Guild (PTG) has compiled an advisory explaining how to disinfect your piano. This has been prompted by continuing concern over the Corona Virus (COVID-19). The document is published on the World Piano News website. https://t.co/FSUUHEi4Zd https://t.co/tNWkP08bOY,2
4372,49324,,16-03-2020,Malaysia Lock down | Covid-19 | Supermarket Finish Stock | Panic Buy https://t.co/cCxJ7o8Kyx via @YouTube,0
4373,49325,Philippines,16-03-2020,"Only in the Philippines will you see people hoarding supplies, repacking them in smaller bags/containers, then selling with overly high prices...

Dear Fellow Filipinos who do this, YOU ARE A SHAME TO THE REST OF US, AND A WASTE OF SPACE IN THIS EARTH..????????????????
#COVID2019",0
4374,49326,"Ottawa, Ontario",16-03-2020,"COVID-19 Update: Please note that our website, shopping cart and online training remain available during this time. #staysafe https://t.co/5om8Y8rMm5",1
4375,49327,,16-03-2020,"Financial markets meets COVID-19 explained by @petersgoodman // @mikiebarb 

Pretend the global economy is a shopping mall (marketplace). 

SUPPLY is the stuff in the shops.

DEMAND is the consumer buying the stuff.

Thread ?",0
4376,49328,"Renton, WA",16-03-2020,"Its crazy to work at a place like Trader Joes or Costco or any grocery store right now. Everyone is being told to isolate and self quarantine, and because I have bills, I have to be in contact with 100s of people a day. Working class people pay the price every time.#coronavirus",0
4377,49329,"New York, NY",16-03-2020,"Since January, YouGov has been gathering data on how different facets of America are being affected by COVID-19  from how its shifting consumer behavior, to how voters are participating in democracy, to how brands are impacted. 

Explore our findings: https://t.co/8W8CqC2U83 https://t.co/SATXAOJR8o",0
4378,49330,Montreal,16-03-2020,"Limit your trips to the grocery store once every two weeks. #PhysicalDistancing

#HighRiskCovid19 #Coronavirus #Covid_19 #CoronavirusPandemic #StayTheFHome",2
4379,49331,"Portland, ME",16-03-2020,"#BREAKING: All @LLBean stores to close, including the companys flagship store in Freeport, starting at midnight through 3/29. It is only the 5th time in the companys history the store will closethe first time for more than 24 hours. #NEWSCENTERmaine https://t.co/NVRY9cwWHc",1
4380,49332,"Washington, DC",16-03-2020,"A draft of the #COVID?19 Response Emergency Amendment Act from @ChmnMendelson to address ""wage replacement, business relief, &amp; additional authorities &amp; exemptions regarding health, public safety, &amp; consumer protection"": https://t.co/alNKHtmZaO https://t.co/g9J3JFPYPN",1
4381,49333,Buzz City ,16-03-2020,"@CryptoGodfatha IMO were not close to the bottom. Contrary to popular option, #Bitcoin  is not gold. Investors worldwide are going risk-off. #Crypto prices will continue to fall as a result. Wait for your opportunity. 

#Covid_19 #pandemic #cryptoc",1
4382,49334,,16-03-2020,"#????_???_?????? ???? ???????..? ?? ?????? ?? ????? ???????...
?????? ???? ????? ???????? ??????? ????? ????????...
?????? ???? ????? ??????...
??? ??? ?????? ??????? ???? ?????
???? ????? ?????? ???????? ???????? ???? ?????? ?? ????? ???????? ????? ??? ????? ????? https://t.co/tOX2GoBkdg",2
4383,49335,MIA - MCO/BOS - PVD,16-03-2020,"No meat, chicken or pork left at the grocery store? You can still get it delivered to your house from 
@PerdueFarms Get 15% off &amp; a free box of diced chicken breasts when you use this link https://t.co/RTPF4pgAhh #affiliate Spend $119 for free shipping #Coronavirus #COVID19 https://t.co/GhFXnzV1Ih",1
4384,49336,"Issaquah, WA",16-03-2020,Local news on how COVID-19 may impact the real estate market  https://t.co/llOuiVvbyE via @komonews #realestate #homebuying https://t.co/iB28DJaOQL,2
4385,49337,"London, England",16-03-2020,"Ingenious product placement at my local grocery store! 

Handwash, sanitizer, condoms and facemasks- DIY quarantine kit. 

Welcoming all the scorpions going to born out of this pandemic.
#coronavirus #COVID2019 #WomenInSTEM #medtwitter https://t.co/eqged2EcAO",1
4386,49338,,16-03-2020,"Wish people would remember to be kind to supermarket workers amidst the COVID-19 chaos, we have restrictions in place but we cant control people. We are also putting our health at risk staying at work and serving people, not everyone has the luxury of being able to self-isolate.",0
4387,49339,,16-03-2020,How about thanking a grocery store worker for enduring the chaos and trauma of these uncivilized days! #coronavirus #Covid_19 #groceryshopping #grocerystore #grocer #thankyou #thankful #thankunext,0
4388,49340,california...for now,16-03-2020,"guess what my jobs solution is to help prevent this covid-19??

open the store one hour later.

oh and make sure all students update their availability since we have an extended spring break.

love working retail!!",1
4389,49341,"Amsterdam, The Netherlands",16-03-2020,covid 19 got me online shopping 24/7,2
4390,49342,"New Delhi, India",16-03-2020,"@ArvindKejriwal Sir pls close all retail store like,Croma store, Vijaysale ,more store because here working very risky pls sir #closetheretailstore  #coronavirus https://t.co/8jK16DdR8s",1
4391,49343,,16-03-2020,i'm so affraid of covid-19 that i'll spend my whole evening in a crowded supermarket https://t.co/ObxzWKZ9uS,2
4392,49344,"Austin Metro Area, Texas, USA",16-03-2020,"One way to #HowToKeepPeopleHome is to help make it easier for them to get deliveries of food and other items while at home.
Currently, demand for rideshare on @uber and @AskLyft is cratering during the COVID-19 crisis. Delivery demand is *increasing*, though.",0
4393,49345,guantanamo,16-03-2020,"Seattle to provide $800 in supermarket vouchers to thousands of families during coronavirus crisis, mayor says https://t.co/jupy1W34KK to more than 6,000 families to help them buy food, cleaning supplies and other household goods",0
4394,49346,,16-03-2020,"@govinslee Why not have supermarkets let most at risk citizens (elderly, etc.) grocery shop for an hour or 2 first thing in every a.m. without crowds in a clean store? #coronavirus #CoronaVirusSeattle",0
4395,49347,,16-03-2020,Prediciton: Not that it needs a boost but after bored quarantined buyers shop till they drop on the sofa for 15 days online shopping will crush  retail for long after the Covid-19 has passed.,0
4396,49348,glocal,16-03-2020,"Panic-buying in reaction to coronavirus has meant a drop in donations for some foodbanks, while some are also struggling to buy supplies from grocery stores.
Feeding America Establishes COVID-19 Response Fund To Help Food Banks During Coronavirus Pandemic https://t.co/6UhgJMo3xb",0
4397,49349,Jimin's glossy lips,16-03-2020,"covid-19 made spain lockdown but i gotta work on the supermarket to offer basic services, my life sucks",0
4398,49350,,16-03-2020,@News12NJ I would hope that News12 Nj can help and get the word out to help protect grocery store clerks. We are being exposed every second to crowds of people with no restrictions or protection. Please help us to get social distancing restrictions. #nycs,1
4399,49351,"Montebello, CA",16-03-2020,"THANK YOU GROCERY STORE EMPLOYEES, FARMERS, TRUCKERS, HEALTHCARE WORKERS, RETAIL EMPLOYEES THAT ARE STILL WORKING, AND ALL OTHER ESSENTIAL INDIVIDUALS OFFERING YOUR LIVES TO HELP FIGHT COVID-19 ??",1
4400,49352,London,16-03-2020,"#covid_19

When it's gone...there will not be humanity left on us!

I'm helping a friend who's unable to go to the supermarket because of his disability. I'm disgusted at the behaviour of people who have been told there is no need to #panicbuying yet the https://t.co/3aVwYhLEIf https://t.co/xBsgmbFncz",0
4401,49353,LA - NYC,16-03-2020,"this is kind 
https://t.co/QoXqJDbLiC",1
4402,49354,,16-03-2020,those extreme couponers who stock up on toilet paper and food must be vibing so hard rn. #coronavirus,0
4403,49355,,16-03-2020,Slim pickins at the supermarket requires creativity in cooking. Anyone else feel like theyre in an episode of Chopped? #coronavirus  #Covid_19,1
4404,49356,USA,16-03-2020,"Demand has risen since people are filling up their fridges and storerooms.. 
#Demand increases ? prices increases.. 
May the Lord help the poor??????.    
#COVID_19",0
4405,49357,Sydney,16-03-2020,smart and pragmatic from @Telstra @andy_penn giving consumer &amp; small business home broadband customers unlimited data at no additional charge until 30 April 2020 details -&gt;https://t.co/P2Ov6wF3u2 https://t.co/sFa7TXQqPW,1
4406,49358,"Tempe, AZ",16-03-2020,"Covid-19 isnt a joke. Im well aware this is an issue bigger than us. But at this moment, people still have to go places to survive. So to any worker, rather that be at a grocery store, fast food, retail, whereverremember most of them have to be there and put themselves at risk",0
4407,49359,"Boston, MA",16-03-2020,"We are headed for an extinction-level event for consumer brands. If you arent operating a digital-first model, you may not survive. Traditional in-store experiences were already on life support, and COVID-19 is a massive accelerant of those trends.",1
4408,49360,,16-03-2020,"@DrAmalinaBakri Saw someone shared on what kind of food you should stay away from during COVID 19 - raw meat, sugar and milk. As an engineer, I know for a fact that milk&amp;sugar available at supermarket, has to go through pasteurisation process, bacteri",1
4409,49361,,16-03-2020,panic buying weed instead of food during covid 19 because I know how to live,0
4410,49362,"Staten Island, NY",16-03-2020,"What are some items to #StockUp for my #stockpile on besides water, pasta, canned goods, juice, diapers and toilet paper? Married with two kids under 5 here. #doomsdayprepper #coronavirus",2
4411,49363,"South Carolina, USA",16-03-2020,"Coronavirus Live Updates: France Struggling to Curb COVID-19 Spread

https://t.co/qLlMyCxLYv

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/Q2viIcSFPD",0
4412,49364,,16-03-2020,"#Coronavirus

The world could soon be run by a load of pussys playing their Xboxs &amp; PlayStations who've never done a day's work, who self isolate constantly.... You will be shopping online in a Minecraft city whilst drones delivery the monkey spankers food",2
4413,49365,,16-03-2020,For those in need of #toiletpaper try eBay.  You can get in bulk from us sellers for reasonable prices (just got 12 for 23 from a California seller) #coronapocolypse #COVID2019 your welcome,1
4414,49366,Central PA,16-03-2020,"Things to keep busy
?????Run or walk outside
????Get your taxes done
?Do some online shopping
?? Catch up with old friends
? Binge movies n tv shows
? Reschedule your event
? Work on your Will
? Learn to cook
#COVID19 #pandemic #coronapocalypse #coronavirus #CoronavirusUSA",1
4415,49367,"Melbourne, Australia.",16-03-2020,"Went to the shops this evening, and the shelves are empty! I am so mad and disgusted at the selfishness of people hoarding food! ? this panic buying is pointless and out of hand! #Covid_19",0
4416,49368,the bay ?,16-03-2020,On some real shit...why we acting like u drop dead once you get the #CoronaVirus ? This whole thing is baffling n I believe the government is behind this shit ?????? I said what I said. But I am finna stock up on food Ctfu,0
4417,49369,,16-03-2020,When stocking up for #SocialDistancing...If you see something labeled WIC please chose another brand. People who rely on WIC products to feed their kids cannot. Were all in this together ?? https://t.co/3OwhR650m4,1
4418,49370,liv,16-03-2020,"so many are getting fired from their job bc of covid-19, nothing is open, our supermarket never has the basic things....this situation sucks so badly. but honestly the danish government handled this really great and quickly before it got BAD bad",0
4419,49371,Malaysia,16-03-2020,"if i don't die bc of covid-19, I'll die from the lack of food bc YALL DONE TOOK EVERYTHING IN THE SUPERMARKET JALANALANAKANAKAKAK",0
4420,49372,,16-03-2020,"Were also old enough to stay home without a guardian. And students whod prefer to risk everyone and go out shopping during this time, give them a reality check. Half of my generation find this a joke and waste of time. Make us stay indoors and complete school online! #COVID2019",0
4421,49373,"Chicago, Illinois",16-03-2020,"The City of Chicago's Department of Business Affairs &amp; Consumer Protection (BACP) is soliciting your feedback as they develop resources and measures to support small businesses that have been impacted by COVID-19 (survey)
 https://t.co/nuuhfhW5Ut",1
4422,49374,london,16-03-2020,Either #coronavirus will kill us or we will starve to death. Online shopping in total f***ing meltdown as well...,0
4423,49375,Pgh,16-03-2020,I was wondering if my cash register person in food service had COVID-19.(they won't take sick leave cause they have none. They won't go see a doctor cause they don't have health insurance. It is not offered.) Trying not to panic though. #America #SickofWinning,1
4424,49376,"Manhattan, NY",16-03-2020,Ive socially distanced myself from the kitchen. Now the next hurdle is socially distancing myself from all this unnecessary online shopping Im doing. #coronavirus  #quarantinelife,2
4425,49377,,16-03-2020,"Is buying 14 days worth of food and supplies stock piling? After boris' conference a few mins ago I'd say it's the sensible thing to do, within reason. #stockpiling #COVID2019 #QuarantineLife",1
4426,49378,"Bangkok, Thailand",16-03-2020,We are expecting big announcements tomorrow for #Bangkok #Coronavirus stay tuned everybody. This is time to stock food supplies that will last at least for 2 week. Lets hope things will get normal soon.,1
4427,49379,"flavortown, USA",16-03-2020,pls stop panic buying and hoarding food bc the rest of us will then have to constantly go out to look for food and not help the efforts to contain COVID 19,0
4428,49380,France,16-03-2020,Covid19 panic. Pascal Montagne for @37degres and @studiohanslucas #panic #france #french #covid_19 #food #shortage #paranoia #disease #health #pandemic https://t.co/72wKsDqn4b https://t.co/GcO6UfeAMZ,0
